word,positive_probability,negative_probability,neutral_probability
flight,0.41575130689548806,0.24093525117207862,0.34331344193243324
maybe,0.4340535264631088,0.16769447453483644,0.3982519990020548
follow,0.21106858341979712,0.44034474634818743,0.3485866702320154
pick,0.21324266527664937,0.395449293012649,0.39130804171070166
promise,0.22828877077778284,0.35279303702224624,0.41891819219997095
wanted,0.20267930248477975,0.32526345628316033,0.4720572412320599
leave,0.17913654663077905,0.3460426793674133,0.4748207740018076
showing,0.24976384947953037,0.5210732794243736,0.22916287109609598
mothers,0.31613510510705806,0.2301817675559289,0.4536831273370131
mommy,0.22408084543033385,0.28857515902826875,0.48734399554139735
log,0.5242798586514407,0.13629733255525295,0.3394228087933064
joke,0.6521031583514165,0.0629842230365696,0.2849126186120139
except,0.7652330913712918,0.06956331600517147,0.16520359262353673
site,0.5737433094759963,0.10230597444207076,0.323950716081933
near,0.3125603653016776,0.3960492111056971,0.2913904235926253
lil,0.06100947745618761,0.7990472616689202,0.13994326087489226
starbucks,0.2547987189738286,0.35069338760509156,0.3945078934210797
head,0.33907147983567093,0.32154207105017724,0.3393864491141518
hehe,0.3500731554247013,0.29303964199944127,0.35688720257585743
anything,0.09584889112351695,0.6110074436768159,0.29314366519966717
hoping,0.20007813978051844,0.3844619040707466,0.41545995614873493
video,0.11484484290590816,0.5058151271070946,0.3793400299869971
going,0.2968688156791434,0.344081480849282,0.3590497034715746
life,0.27006207630736456,0.3563515762347376,0.3735863474578978
seems,0.11619883680070399,0.4040357126889621,0.4797654505103338
see,0.24737930991136733,0.34406566721823634,0.4085550228703962
leaving,0.21868434874346057,0.44356009629582643,0.337755554960713
rain,0.3938851326872158,0.2000510833871392,0.40606378392564507
check,0.4803708062245059,0.1670300378142113,0.3525991559612829
eat,0.4502264450316241,0.37273457823351747,0.17703897673485847
exactly,0.3235595162882271,0.2781375705035737,0.3983029132081993
true,0.2838047133494075,0.32893972314967773,0.3872555635009149
productive,0.7064136310388566,0.136459739915712,0.15712662904543132
hee,0.7776443188609888,0.06588576985984439,0.15646991127916682
mins,0.23881819675199448,0.4982377602967551,0.26294404295125046
enough,0.3851631646094711,0.24180962061687247,0.3730272147736565
shall,0.4405123527240539,0.35739860253647965,0.20208904473946643
come,0.31022346754205266,0.3272917910098536,0.3624847414480938
later,0.3618541444383096,0.31843468519194956,0.3197111703697408
cool,0.37764575863962624,0.49241792378359905,0.1299363175767747
outside,0.4027927938971356,0.337722091454634,0.2594851146482303
concert,0.4964934939275434,0.2301814237131073,0.2733250823593493
tix,0.3540932877852446,0.33578727752217197,0.31011943469258335
listening,0.44985670059262783,0.36804696184612096,0.1820963375612512
really,0.01112259081198921,0.8766204378610797,0.11225697132693102
catch,0.8319270173111253,0.027948779809058705,0.14012420287981597
tho,0.19417963944053732,0.3901058814260895,0.41571447913337334
next,0.36868571628105984,0.25639188865779766,0.3749223950611426
keep,0.35491825548212314,0.46745777196753924,0.17762397255033757
funny,0.046458923715022596,0.7915588302502956,0.16198224603468173
huh,0.11751633984108455,0.6129252163047882,0.2695584438541272
ages,0.08956138504205567,0.6228289203435172,0.28760969461442715
done,0.20001250887417324,0.368187227804124,0.43180026332170274
someone,0.17507291488863233,0.43481938796293906,0.3901076971484286
want,0.6695529624321699,0.10667156260251257,0.2237754749653176
happen,0.18817795481276875,0.5816131205476937,0.23020892463953752
already,0.3648585961910577,0.2915674215898354,0.3435739822191068
put,0.5066830245816474,0.20838385327838324,0.2849331221399693
woke,0.2167045384866505,0.4338360541919641,0.34945940732138536
real,0.320512616623392,0.2971883874198454,0.38229899595676264
cause,0.3024864538634805,0.3505925226403177,0.3469210234962018
amazing,0.2989694231222789,0.2926136456638028,0.40841693121391814
wolverine,0.39187012064266696,0.16935949051668342,0.43877038884064956
beautiful,0.38398235768990163,0.2774332451292672,0.3385843971808311
person,0.27942630982024474,0.25909199860214166,0.4614816915776136
friends,0.36436540820884133,0.24069620033642825,0.39493839145473036
around,0.4530431568024475,0.27799045322653315,0.2689663899710195
simple,0.49798635437488586,0.21644393904769285,0.2855697065774213
word,0.2744253815900674,0.37486673536690157,0.35070788304303097
front,0.15228947656767655,0.44715588439765813,0.40055463903466537
due,0.32143425611271303,0.42577565384391775,0.2527900900433692
ice,0.8413144376758517,0.030608936299010944,0.1280766260251374
might,0.2894977379023255,0.3595051504437995,0.35099711165387504
drive,0.6843154360704236,0.16697807330183784,0.1487064906277386
looks,0.20978600988937035,0.40524903667782997,0.3849649534327997
nights,0.3355724894152738,0.44450332649895924,0.21992418408576692
poor,0.12292500577690234,0.28494887834117927,0.5921261158819183
phone,0.36811521290188104,0.23272286224901106,0.39916192484910784
without,0.2715631354100053,0.34336505495510455,0.3850718096348901
cover,0.0509153778523149,0.29506363895694365,0.6540209831907415
texas,0.36608743674789396,0.2020515792125171,0.43186098403958895
least,0.24446032412058963,0.2428612982949504,0.51267837758446
wants,0.19620254540580537,0.4737618857506901,0.3300355688435045
working,0.4578698621488069,0.13758562245851813,0.4045445153926749
exam,0.3345903716454983,0.2467831554217735,0.41862647293272814
bought,0.30892008406570287,0.33869531037012784,0.35238460556416923
gift,0.251174689643841,0.30824509658611815,0.4405802137700409
finally,0.2698491014327266,0.2274652176264422,0.5026856809408312
meet,0.39447977725085837,0.26943088392455766,0.33608933882458414
mum,0.25382248134896274,0.367736566804742,0.37844095184629534
fam,0.844516765483086,0.027807524654211588,0.1276757098627025
course,0.6098071606957582,0.15706402574160733,0.23312881356263437
nasty,0.447247390715013,0.1727918599905795,0.3799607492944075
picture,0.16375101470023545,0.3479542563253403,0.4882947289744242
crazy,0.4577337527143484,0.1580301070963552,0.3842361401892963
support,0.2812890492143295,0.2963854356738684,0.42232551511180216
clothes,0.2505195458357205,0.3418536312811123,0.4076268228831672
place,0.3469868841566387,0.4201777151767586,0.23283540066660258
officially,0.1732061044618622,0.4478314179050054,0.37896247763313234
post,0.41566045883668423,0.1605884020745333,0.42375113908878254
weather,0.3433775180668693,0.24581532432160988,0.41080715761152103
videos,0.19967266143749476,0.32399876971079333,0.4763285688517119
song,0.2630950655304131,0.2927390469186126,0.44416588755097436
little,0.2722833474978512,0.34517224406391256,0.3825444084382362
fun,0.34223274613947874,0.17629328192192203,0.48147397193859925
friend,0.23019145145882036,0.40020007818403414,0.3696084703571455
help,0.25657471165148316,0.3398619267727271,0.40356336157578976
move,0.4258371222980895,0.35536343034253076,0.21879944735937973
bring,0.7473573221449621,0.19989545281570495,0.052747225039332976
realize,0.5122896646835786,0.08482312587649597,0.4028872094399254
remember,0.13560262074031093,0.3667259033954215,0.4976714758642676
times,0.16464537437423152,0.4293671068992399,0.40598751872652844
change,0.21157263306006682,0.3678302723912743,0.4205970945486589
account,0.30060917509394175,0.2826046485557122,0.416786176350346
even,0.2950050043779379,0.25875122187853794,0.44624377374352414
misses,0.2325629429069795,0.2695486947763049,0.4978883623167156
yeah,0.6482898431127515,0.08218338066114607,0.2695267762261025
always,0.33645340242153815,0.36480261879168735,0.2987439787867746
part,0.023754893877702018,0.6057208096158172,0.3705242965064807
movie,0.3968062790819147,0.15996958036185208,0.4432241405562332
seen,0.28247248607164294,0.45835387431349,0.25917363961486695
friday,0.032780184829704045,0.4559207546100027,0.5112990605602933
milk,0.40263836491354266,0.20740983900282775,0.3899517960836297
knew,0.31929391638056465,0.4292170490553334,0.25148903456410204
ouch,0.2947862288292991,0.28910342904069264,0.41611034213000825
thing,0.20426739878391256,0.4208944997518562,0.37483810146423124
try,0.2896627073632866,0.22032238322544437,0.4900149094112691
uni,0.30420516167933,0.2426880778438302,0.45310676047683973
demi,0.31967223977335546,0.3188121845460965,0.361515575680548
dance,0.665319503814029,0.14137362970980236,0.19330686647616843
class,0.3952615926677284,0.29153230732809743,0.31320610000417415
yay,0.20426883291298673,0.2959435228960668,0.4997876441909465
pink,0.24014907533622046,0.38967780764757803,0.37017311701620165
july,0.16240298884905763,0.3011693135620053,0.536427697588937
hurts,0.16739382490578827,0.0646717922941202,0.7679343828000915
talk,0.17652173140232968,0.5319468546081982,0.2915314139894721
dude,0.25372477102158225,0.4043545051022131,0.34192072387620465
tried,0.29816629755373525,0.3400113517493289,0.3618223506969359
whole,0.2742820032876426,0.36809770640763567,0.35762029030472176
season,0.2433823388074859,0.28208875815353895,0.4745289030389752
breakfast,0.1959311844356021,0.39059684366374636,0.41347197190065155
hopefully,0.2633338600431734,0.3052132785120225,0.4314528614448041
wishes,0.24290396223710456,0.46922383791809896,0.28787219984479656
someday,0.3411042185005827,0.2314254911921122,0.4274702903073051
kinda,0.407527268313333,0.19887938951568107,0.39359334217098596
bus,0.24336347665252933,0.4163844658888923,0.3402520574585784
cos,0.3128601319243384,0.37712062257114554,0.3100192455045161
broken,0.19785431981686533,0.4477203324030997,0.35442534778003504
wow,0.7291754052456231,0.024857063019551737,0.2459675317348252
sunday,0.48185967877349717,0.22339697951049228,0.2947433417160105
r.i.p,0.8558355974457806,0.03905290532699559,0.10511149722722361
google,0.34298938709768134,0.13251228600549067,0.5244983268968281
pages,0.7213300358103609,0.05805882509616308,0.22061113909347604
scene,0.24738039164462328,0.2662424543217395,0.48637715403363724
whatever,0.41357060287366587,0.28760579344844694,0.29882360367788724
issue,0.4206972622825487,0.29256182397790576,0.2867409137395457
nothing,0.35892871801726034,0.3466759229779157,0.294395359004824
doesnt,0.3420898396679594,0.25772126292773295,0.4001888974043077
happiness,0.40623355455415616,0.3452819993281855,0.2484844461176584
ahead,0.282583212670026,0.4211022350085747,0.29631455232139925
'the,0.361111962117192,0.24732001560942077,0.3915680222733873
green,0.6743493878954112,0.07815948450700186,0.2474911275975869
lot,0.4289158960482905,0.17754597422634882,0.39353812972536073
wear,0.19083955008879055,0.35390368556666185,0.4552567643445476
feel,0.23714243405726124,0.4610495916912261,0.30180797425151257
feels,0.40890815246951506,0.3159593625244474,0.2751324850060376
cost,0.12012915040072208,0.6961697184072158,0.18370113119206216
quite,0.43038241951541584,0.22827744023698288,0.3413401402476011
pizza,0.15487138891263605,0.4188366692252758,0.42629194186208813
china,0.4672409704817393,0.27077442382929845,0.2619846056889623
idea,0.2829899539536934,0.28426266971115705,0.43274737633514954
tha,0.17845114896434794,0.27577494323855073,0.5457739077971013
music,0.20872754814882488,0.5040054736016657,0.28726697824950936
wit,0.3240237947132924,0.2682536172472046,0.40772258803950295
years,0.24816908125615716,0.4026914672664047,0.34913945147743825
brother,0.30466381106321316,0.3185721849556307,0.3767640039811563
walking,0.25556187464160024,0.38118219420293076,0.36325593115546906
used,0.24120418906851818,0.379408564463964,0.3793872464675178
live,0.5425112027755562,0.18982331021416526,0.26766548701027837
thought,0.4666570502355322,0.230772080381567,0.30257086938290084
throw,0.3717184040251784,0.28722320468569373,0.3410583912891278
lonely,0.046650856158449126,0.7750032756905144,0.17834586815103645
replied,0.12679373558236331,0.42809630819002065,0.44510995622761607
thx,0.16778807964150688,0.5605378983963566,0.2716740219621363
snl,0.22678912417491418,0.3154279610329519,0.4577829147921339
especially,0.16047147972556544,0.4959790224894029,0.34354949778503174
boring,0.22828877077778284,0.35279303702224624,0.41891819219997095
wan,0.3276910369701545,0.2532036852793832,0.4191052777504623
bummer,0.23821067250799713,0.2760946135859611,0.4856947139060418
stayed,0.24854210546897093,0.27554436667889937,0.4759135278521298
almost,0.2532590741977017,0.3433820219658259,0.4033589038364724
worth,0.23295741894011202,0.4172818554724704,0.3497607255874176
sleep,0.39389598773390394,0.22826970635163643,0.3778343059144597
comes,0.6372149978126938,0.11661391114979384,0.24617109103751236
emails,0.4340524320142958,0.21256992468994595,0.3533776432957582
tea,0.3451324188670336,0.16667529491827363,0.4881922862146927
ive,0.46161303157461914,0.24319357589305146,0.2951933925323293
yep,0.2724903554588162,0.4060619759319474,0.32144766860923624
dark,0.2749182080641625,0.22059688743214806,0.5044849045036894
told,0.1476908146872151,0.5135366688059726,0.3387725165068123
gettin,0.2765280098122244,0.32050576580374596,0.40296622438402957
house,0.2843916114040192,0.46840730987293955,0.24720107872304117
homework,0.4964934939275434,0.2301814237131073,0.2733250823593493
ride,0.2869984416030533,0.33264136740770023,0.3803601909892465
followed,0.3369398788223764,0.3207886092879394,0.3422715118896843
finished,0.25657341872290146,0.42954554843211273,0.31388103284498586
didnt,0.6293767586524891,0.20686461937255304,0.16375862197495786
ten,0.2801816778784756,0.3085034717782034,0.41131485034332094
kids,0.34466535851928903,0.42735002190698246,0.22798461957372856
fan,0.35205926036830737,0.18135518339918932,0.46658555623250336
fabulous,0.4978636510760031,0.21757306983134983,0.2845632790926471
obviously,0.2921208698131708,0.3638454912905837,0.34403363889624555
large,0.6219781084149743,0.17560254920470797,0.20241934238031775
putting,0.379230387980345,0.27281883892915354,0.3479507730905016
upset,0.30038489585808575,0.447630097391398,0.25198500675051616
second,0.26527379237509563,0.4340636172026939,0.3006625904222106
2008,0.4555359057503839,0.2309922399360656,0.31347185431355057
sleeping,0.2614330167095481,0.37876266713349915,0.3598043161569528
men,0.2718890226038904,0.2291847383166203,0.49892623907948924
......,0.530086762733473,0.08776990695015859,0.3821433303163684
excuse,0.4241720681995687,0.27312803510931005,0.3026998966911213
ahhh,0.21579773942704675,0.43770515188067316,0.3464971086922802
etc,0.39287765046802914,0.19515391016308273,0.41196843936888805
sister,0.2935830556786117,0.35506765412270114,0.3513492901986873
tired,0.2995520480043628,0.23755203942057826,0.462895912575059
aww,0.36282101912145753,0.3692392002689169,0.2679397806096255
annoying,0.40913436994485197,0.1227344380342489,0.4681311920208991
hat,0.18582582460814534,0.41117755239148546,0.4029966230003692
pic,0.25248381082558347,0.3376588694465567,0.4098573197278598
smile,0.2599474093117847,0.4447588630566345,0.29529372763158096
despite,0.322446164517048,0.22998555989195368,0.44756827559099827
fantastic,0.06059891928958103,0.772599251398538,0.16680182931188092
sry,0.2167293344171209,0.3066080800710124,0.47666258551186674
calls,0.3423646511108067,0.34350955937298183,0.3141257895162114
asleep,0.25751476066421203,0.2282407981596848,0.5142444411761031
actually,0.2894124599902316,0.4590222003984076,0.2515653396113608
definitely,0.43603406291842517,0.23137830784800759,0.3325876292335672
interested,0.3544217334562509,0.26957920021109205,0.37599906633265706
hahah,0.2037800697468926,0.4222760952852063,0.37394383496790107
usual,0.14018997469467162,0.7311831757157407,0.12862684958958776
decided,0.2694140787453247,0.3122604675208703,0.4183254537338051
sweetie,0.17629701915465903,0.4597526128935874,0.3639503679517535
3rd,0.3363553494827983,0.22277015614620693,0.44087449437099474
episode,0.24737930991136733,0.34406566721823634,0.4085550228703962
jonas,0.3315458257156058,0.2882050235403984,0.38024915074399573
moment,0.05709083661829604,0.6286178823979259,0.31429128098377795
bye,0.29333460754964485,0.3836975922758995,0.3229678001744557
history,0.33227207354214844,0.24507325289726464,0.4226546735605869
hahaha,0.2581769040982682,0.1496180918834316,0.5922050040183002
ugly,0.5455483614716622,0.07903873620939261,0.37541290231894525
something,0.20630178284120165,0.4782221586963047,0.3154760584624937
read,0.3315458257156058,0.2882050235403984,0.38024915074399573
needs,0.3462370221962826,0.2407805893312204,0.412982388472497
tickets,0.0734632870879665,0.5108793232753005,0.41565738963673293
anyway,0.6354121033136251,0.09502776154600037,0.2695601351403744
wen,0.3624721218674282,0.28744918406118813,0.35007869407138364
dammit,0.36888143248909383,0.2443123751157539,0.38680619239515224
holiday,0.15487138891263605,0.4188366692252758,0.42629194186208813
official,0.29706377847531673,0.26119875490017136,0.4417374666245119
title,0.2781105812960902,0.402925027816151,0.31896439088775885
cheers,0.3346209217778715,0.15969779826141717,0.5056812799607113
august,0.20101334451154207,0.4301198618921418,0.36886679359631613
2nd,0.03332001636348382,0.8978936123535739,0.06878637128294239
shopping,0.2798026767854771,0.3351112616038256,0.38508606161069725
revision,0.24811862065710003,0.4673146996539117,0.28456667968898824
ooh,0.12658632333736952,0.5685323895404405,0.30488128712219
sucked,0.3132912844647781,0.38328879900386886,0.30341991653135303
car,0.19936852945912215,0.3770174200056509,0.4236140505352269
air,0.27792454111597364,0.3650743144346179,0.35700114444940834
family,0.3191944012860007,0.33912782380615963,0.3416777749078397
impressed,0.40773193979144007,0.11341818518354697,0.478849875025013
means,0.6576929203310441,0.03387952927646445,0.30842755039249153
camp,0.8524813901232986,0.08233801250984862,0.06518059736685287
bff,0.4262633315704885,0.20268894833856854,0.3710477200909429
min,0.5957269691202517,0.14536182624909572,0.25891120463065254
impossible,0.4481392257248075,0.3462728322413815,0.20558794203381095
giving,0.20675905694086247,0.5192223318516465,0.2740186112074912
theme,0.11784968105235226,0.7740210947865283,0.10812922416111942
thinking,0.09993513360312564,0.5791418118533307,0.3209230545435436
relaxing,0.24836688861650497,0.4477915992288856,0.30384151215460936
email,0.12177735440141174,0.7292453978115664,0.14897724778702182
dang,0.47223335534045513,0.15638148533745924,0.37138515932208566
shot,0.4481392257248075,0.3462728322413815,0.20558794203381095
cry,0.4433459579678,0.1868558840431973,0.3697981579890027
scary,0.21067553370103992,0.38661898509108855,0.40270548120787153
hurry,0.2852966888078507,0.28933535364467833,0.425367957547471
mmm,0.5723879745821211,0.1998246845443438,0.2277873408735352
safe,0.36678196020754184,0.2125566468278262,0.4206613929646319
posted,0.11920803453453786,0.5526653509623957,0.32812661450306646
short,0.16934660704293494,0.36451762397515086,0.46613576898191417
story,0.45553590575038383,0.2309922399360656,0.3134718543135505
news,0.14260414163971571,0.6611330209053194,0.19626283745496484
hangover,0.32040146882143433,0.11426358770225961,0.5653349434763062
record,0.23677317899011927,0.2744285076421248,0.48879831336775587
center,0.4193981576813164,0.3240648877862505,0.25653695453243314
anymore,0.4091063023190084,0.21553123022104426,0.3753624674599473
movies,0.14510291272729742,0.5886279682285638,0.2662691190441388
shows,0.20753815376515333,0.431320414067644,0.3611414321672028
warm,0.2594962560093202,0.4374768864006926,0.30302685758998715
sore,0.4996192445687507,0.2014178835054914,0.298962871925758
red,0.5411836686141603,0.34847280885145254,0.11034352253438705
using,0.40438104741450814,0.4101054724812584,0.18551348010423338
certain,0.5719129166209002,0.16571683591754938,0.2623702474615504
tour,0.33435425768275123,0.3972166478475349,0.26842909446971397
project,0.2928640106148668,0.1697198849082463,0.537416104476887
self,0.3986299719312705,0.29127742995181505,0.3100925981169144
lie,0.5367088107482002,0.1555161342600323,0.30777505499176744
loving,0.2924481838626325,0.30506203068329374,0.4024897854540737
lost,0.214759207720597,0.391149840060889,0.39409095221851403
cookies,0.1645631577472144,0.4768363332585087,0.358600508994277
break,0.018910661945424664,0.8422823299219956,0.13880700813257976
cute,0.21257850486283295,0.5807670534363681,0.20665444170079889
reminds,0.2685890856653122,0.5534298156383695,0.17798109869631845
save,0.4677803356238393,0.27470148876210365,0.25751817561405715
order,0.49061049733466433,0.28431747884487185,0.22507202382046385
goes,0.09139641126096468,0.6809893746005509,0.22761421413848448
bbq,0.2334359314788159,0.338200649346215,0.42836341917496906
nobody,0.41803587231776235,0.3174430861515708,0.26452104153066686
reply,0.23507248085165083,0.35259184945196675,0.4123356696963824
alarm,0.30811382189406483,0.26783613125104494,0.4240500468548902
hearing,0.438067892333876,0.2856016214724009,0.2763304861937229
lots,0.46491223066705173,0.1796165852212151,0.3554711841117332
dad,0.3910198052662329,0.33990436145072583,0.2690758332830412
boyfriend,0.3028571003917731,0.2340147434035841,0.46312815620464287
jimmy,0.47523760912213675,0.2648159785142244,0.25994641236363897
apartment,0.23134836001905731,0.4290255202470029,0.33962611973393975
windows,0.36708150668656697,0.28364031909549203,0.3492781742179409
whats,0.23277973924556342,0.35073996024310405,0.41648030051133267
throat,0.3677587320323774,0.22733088364025564,0.404910384327367
contact,0.4372590897969784,0.2618460389890227,0.30089487121399894
cake,0.2724903554588162,0.4060619759319474,0.32144766860923624
dvd,0.22855315802788903,0.4182650715183482,0.3531817704537627
system,0.3577307772375824,0.18509939810042825,0.45716982466198924
quote,0.6699809488260811,0.2070751118227164,0.12294393935120254
half,0.21031699609474316,0.5484709211428164,0.2412120827624404
messed,0.17346697610432216,0.40210874880797054,0.42442427508770725
2moro,0.42426576612754563,0.23405920438175276,0.3416750294907016
